basari_sirasi,tyt_turkce,tyt_matematik,tyt_sosyal,tyt_fen,toplam_net
15239.0,29.9,13.8,13.0,4.4,61.1
17248.0,29.4,12.4,12.2,3.9,57.9
10983.0,32.0,13.1,14.0,4.5,63.6
15509.0,30.4,13.2,13.6,3.6,60.8
14795.0,30.0,12.3,12.8,3.4,58.49999999999999
13985.0,30.7,12.9,13.4,3.7,60.7
15556.0,29.5,13.2,12.6,3.1,58.400000000000006
13275.0,31.9,13.7,13.0,3.3,61.89999999999999
10932.0,31.4,13.2,13.2,3.6,61.4
15560.0,31.1,11.2,13.1,2.9,58.3
14465.0,30.3,11.3,11.8,2.2,55.60000000000001
14688.0,30.5,13.1,13.6,2.9,60.1
15611.0,29.2,11.3,11.6,2.0,54.1
12396.0,32.0,12.7,13.7,4.2,62.60000000000001
15634.0,29.3,14.7,13.0,3.9,60.9
14964.0,30.3,11.3,13.0,4.7,59.3
12772.0,31.0,13.0,13.3,4.0,61.3
15652.0,30.9,11.8,13.2,2.6,58.50000000000001
15067.0,30.0,12.8,12.1,3.4,58.3
15256.0,30.3,11.2,12.5,3.5,57.5
15713.0,30.9,12.8,13.8,2.8,60.3
14864.0,31.5,13.5,13.2,3.7,61.900000000000006
12427.0,28.4,13.8,13.3,4.6,60.1
15724.0,30.0,15.0,13.3,6.8,65.1
12685.0,29.9,14.6,13.2,6.1,63.8
15898.0,30.3,14.0,13.4,3.3,60.99999999999999
14318.0,30.4,12.7,14.1,3.3,60.49999999999999
15895.0,31.0,10.1,13.6,3.1,57.8
14235.0,28.8,14.0,12.6,4.2,59.6
13326.0,31.4,11.4,11.6,2.2,56.6
15955.0,26.7,12.8,14.0,2.8,56.3
13134.0,29.3,11.4,12.9,4.4,58.0
16116.0,29.3,16.3,4.0,8.5,58.1
15091.0,27.0,9.2,12.7,3.8,52.7
16143.0,30.3,12.2,12.2,4.7,59.400000000000006
14391.0,31.3,8.9,11.3,1.7,53.2
13877.0,30.4,12.1,13.2,3.1,58.8
16175.0,29.7,15.5,13.2,3.1,61.50000000000001
16920.0,29.9,12.7,12.6,3.6,58.8
12916.0,31.5,13.1,13.0,3.5,61.1
16324.0,29.9,14.2,13.6,3.0,60.7
18551.0,29.4,11.3,12.4,3.3,56.4
13388.0,30.2,11.1,13.3,2.6,57.2
16363.0,28.5,11.8,12.8,2.3,55.39999999999999
17265.0,29.5,10.9,11.8,2.9,55.1
13728.0,31.1,9.9,12.0,2.1,55.1
16420.0,30.8,11.9,13.3,2.1,58.1
12810.0,28.9,9.8,12.6,3.2,54.50000000000001
15111.0,31.1,10.1,13.2,2.3,56.7
16609.0,31.4,9.9,14.0,1.5,56.8
15472.0,29.1,12.4,11.6,3.5,56.6
16396.0,29.2,9.8,12.8,2.8,54.6
16753.0,29.6,11.3,12.1,2.5,55.50000000000001
15901.0,30.2,12.4,12.4,2.8,57.8
14546.0,30.2,10.9,13.4,3.7,58.2
16896.0,28.9,13.9,13.8,3.8,60.39999999999999
20342.0,28.5,11.8,12.0,3.2,55.5
14178.0,30.7,10.5,12.9,2.4,56.5
16918.0,30.1,10.3,13.2,2.7,56.30000000000001
17186.0,29.1,8.8,11.8,2.7,52.400000000000006
12158.0,31.8,14.2,14.4,5.8,66.2
17020.0,28.0,12.5,12.8,4.7,58.0
13614.0,29.8,11.6,13.5,2.8,57.7
18422.0,31.7,13.7,12.6,2.6,60.6
17031.0,29.9,16.2,13.0,3.9,62.99999999999999
16317.0,30.2,17.6,13.0,3.2,64.0
15600.0,30.4,7.8,11.4,2.8,52.39999999999999
17036.0,29.5,9.4,14.1,1.1,54.1
17620.0,26.8,8.0,11.1,2.8,48.7
18635.0,31.8,12.8,13.5,3.1,61.2
17102.0,29.4,13.0,11.8,3.3,57.5
15062.0,29.3,6.8,12.3,5.2,53.60000000000001
12766.0,31.6,13.0,13.9,2.9,61.4
17144.0,30.2,12.3,13.3,3.7,59.5
15867.0,30.4,11.3,13.1,3.4,58.2
12868.0,31.6,11.8,14.1,3.6,61.10000000000001
13378.0,31.1,11.5,13.6,3.3,59.5
13558.0,31.0,12.7,13.1,2.7,59.50000000000001
17388.0,29.2,12.2,13.0,3.4,57.8
15520.0,29.6,12.1,12.5,2.6,56.8
16266.0,30.5,12.2,13.4,2.9,59.0
17468.0,28.9,13.4,13.2,4.2,59.7
16903.0,29.2,9.9,11.7,3.4,54.2
13282.0,30.3,14.1,12.9,5.1,62.4
17548.0,28.4,11.7,12.9,2.7,55.7
19890.0,29.0,9.7,12.6,2.8,54.1
13799.0,28.9,13.2,11.0,4.1,57.2
17566.0,30.0,12.0,11.6,6.7,60.3
13624.0,30.8,9.6,13.8,3.7,57.900000000000006
24688.0,28.5,8.1,11.1,1.2,48.900000000000006
17616.0,31.6,18.9,15.8,6.7,73.0
5852.0,31.5,18.4,15.6,11.8,77.3
14245.0,30.4,13.8,13.0,4.1,61.3
17877.0,27.6,13.3,11.1,0.8,52.8
14434.0,29.0,12.4,13.4,4.6,59.4
15572.0,31.1,12.8,13.2,4.2,61.30000000000001
17953.0,30.4,13.2,12.8,3.8,60.19999999999999
19699.0,29.9,9.6,12.2,3.0,54.7
15561.0,30.3,12.3,13.0,3.2,58.8
17965.0,28.8,11.8,13.2,3.4,57.2
17281.0,29.7,11.3,12.1,2.5,55.6
16512.0,29.5,11.5,11.5,1.3,53.8
18011.0,29.9,9.9,13.9,6.3,59.99999999999999
17318.0,27.3,14.1,12.5,1.8,55.7
13220.0,30.9,11.7,13.5,3.2,59.3
18017.0,29.5,11.0,13.0,2.7,56.2
16015.0,30.1,11.5,12.2,2.8,56.6
67971.0,13.8,5.8,5.0,4.8,29.4
18033.0,36.3,3.5,16.3,2.0,58.1
17184.0,25.5,12.7,10.1,0.5,48.8
18202.0,31.1,14.5,14.5,1.6,61.7
14028.0,27.7,26.6,9.9,3.9,68.10000000000001
17176.0,30.3,10.4,11.7,3.5,55.900000000000006
18226.0,27.6,12.0,12.8,1.9,54.3
17414.0,30.9,11.6,10.2,2.4,55.1
15283.0,30.1,10.9,12.4,3.0,56.4
18294.0,29.6,11.9,12.5,2.3,56.3
17488.0,29.0,11.1,12.3,4.5,56.900000000000006
14009.0,31.6,11.9,13.8,3.4,60.7
18399.0,30.3,11.4,13.1,3.4,58.2
17777.0,29.7,11.1,12.8,3.4,56.99999999999999
18178.0,29.5,7.6,11.8,0.4,49.3
18575.0,28.7,11.4,12.5,2.6,55.2
17820.0,28.4,11.5,8.9,5.6,54.4
16531.0,30.0,13.8,15.4,2.2,61.4
18695.0,29.3,9.1,14.1,1.2,53.7
12769.0,25.4,16.1,12.1,8.5,62.1
15252.0,30.6,9.9,12.8,2.2,55.5
18802.0,29.6,12.4,13.0,2.2,57.2
19820.0,29.3,8.1,11.7,2.3,51.39999999999999
15245.0,30.2,10.2,13.5,2.9,56.8
18950.0,28.9,11.8,12.5,3.1,56.3
18019.0,28.5,11.0,11.7,3.2,54.400000000000006
16791.0,29.1,11.0,12.1,2.9,55.1
18489.0,30.2,10.0,12.4,2.7,55.3
19055.0,27.4,12.6,12.3,2.3,54.6
22359.0,27.7,9.6,11.4,1.9,50.6
21315.0,30.1,12.5,12.5,3.4,58.5
19077.0,28.7,12.9,12.1,3.8,57.5
19518.0,29.6,9.6,11.0,1.9,52.1
18625.0,26.4,8.3,13.8,1.8,50.3
19098.0,29.8,14.5,13.4,2.2,59.9
16011.0,27.8,11.2,15.1,3.2,57.3
14011.0,30.7,11.4,12.6,2.2,56.900000000000006
19100.0,29.5,11.5,13.0,1.8,55.8
17229.0,29.8,10.0,12.7,2.9,55.4
18120.0,29.7,9.1,12.5,2.6,53.9
19179.0,28.5,9.8,12.7,2.1,53.1
18434.0,28.2,10.9,11.8,3.5,54.400000000000006
19363.0,27.7,7.0,11.8,1.8,48.3
19308.0,26.6,11.9,10.3,4.4,53.2
19816.0,26.7,9.3,12.6,5.4,54.0
18331.0,30.9,5.5,9.1,3.4,48.9
19366.0,28.5,9.3,12.3,1.3,51.39999999999999
19790.0,27.6,8.4,12.6,2.8,51.4
14370.0,31.2,9.6,13.2,2.5,56.5
19389.0,29.4,12.3,12.9,2.5,57.1
17350.0,29.3,11.6,11.8,3.1,55.8
13832.0,31.1,13.1,13.3,3.6,61.1
19582.0,30.1,12.4,13.0,2.5,58.0
17579.0,29.9,11.1,12.4,3.1,56.5
18099.0,28.8,9.1,12.0,1.0,50.9
19930.0,28.4,9.8,10.2,1.3,49.7
18084.0,27.6,12.1,9.3,2.5,51.5
18279.0,29.1,7.1,12.0,1.3,49.5
19972.0,26.5,11.0,12.3,3.5,53.3
18737.0,27.2,12.0,13.0,2.1,54.3
20044.0,25.7,8.0,13.4,3.1,50.2
16596.0,30.9,10.4,13.4,3.0,57.7
19070.0,28.8,9.0,11.9,2.1,51.8
20263.0,29.4,12.4,12.8,1.8,56.39999999999999
19541.0,27.8,8.2,11.3,2.3,49.6
19226.0,28.2,10.0,12.5,4.9,55.6
18987.0,29.4,10.1,12.9,3.2,55.6
20534.0,28.6,11.5,13.4,2.6,56.1
20439.0,28.5,10.8,12.3,3.2,54.8
17551.0,32.6,6.6,11.1,0.6,50.900000000000006
20669.0,26.5,11.8,12.3,4.1,54.7
17925.0,26.1,17.5,12.0,2.6,58.2
14659.0,31.2,10.9,14.0,2.9,59.0
20748.0,29.2,11.4,13.1,2.8,56.5
18501.0,28.8,9.4,12.3,2.6,53.1
17495.0,30.7,9.5,13.0,2.4,55.6
20826.0,28.7,9.7,12.6,2.2,53.2
23556.0,28.3,10.9,11.6,2.7,53.50000000000001
15685.0,30.1,12.3,13.7,2.9,59.00000000000001
20860.0,29.5,10.4,12.4,1.7,54.0
17947.0,29.2,10.6,11.7,3.5,55.0
19253.0,28.4,7.6,13.2,5.6,54.8
20956.0,27.5,13.4,12.1,3.0,56.0
18335.0,30.2,11.6,12.7,3.2,57.7
20971.0,28.6,10.5,12.6,1.6,53.3
24230.0,26.4,9.0,10.7,2.6,48.7
20621.0,29.4,9.0,11.7,2.6,52.7
21054.0,28.2,10.6,12.1,2.2,53.1
23525.0,27.2,7.7,10.7,2.5,48.1
19694.0,29.2,9.0,12.0,2.4,52.6
21055.0,28.4,12.0,12.3,2.2,54.900000000000006
20034.0,28.6,8.7,12.5,2.9,52.7
18892.0,29.7,9.0,12.6,1.8,53.1
16503.0,30.5,9.5,13.0,2.8,55.8
21311.0,29.5,10.0,12.6,1.5,53.6
19932.0,29.6,8.3,11.2,2.4,51.50000000000001
16226.0,32.0,11.8,13.3,3.2,60.3
21426.0,30.2,12.8,13.1,3.0,59.1
19758.0,29.8,10.5,12.3,3.2,55.8
19601.0,29.8,10.3,12.5,2.6,55.2
21440.0,29.0,11.4,11.9,2.7,55.0
25049.0,28.2,9.7,11.6,3.0,52.5
19099.0,29.1,9.8,13.0,3.0,54.900000000000006
21591.0,27.7,9.8,12.1,2.1,51.7
23941.0,28.3,7.1,11.2,2.0,48.6
16262.0,30.2,10.6,13.7,2.6,57.1
21812.0,28.8,10.7,12.7,2.8,55.0
19913.0,28.5,9.0,11.6,2.8,51.9
20640.0,27.8,10.3,11.3,2.1,51.50000000000001
21859.0,28.0,9.3,12.9,1.7,51.9
19146.0,29.5,9.8,12.1,3.2,54.6
21877.0,28.0,10.8,12.1,2.5,53.4
23090.0,28.8,8.6,11.5,2.5,51.4
16804.0,30.6,9.3,13.4,3.3,56.6
21963.0,29.9,10.2,12.7,1.8,54.6
18520.0,29.6,8.6,12.5,2.9,53.6
17888.0,30.0,9.6,13.1,2.8,55.5
22050.0,29.3,9.8,12.6,2.4,54.1
23488.0,27.7,7.3,11.8,2.1,48.9
19510.0,26.4,9.5,10.9,2.6,49.4
22345.0,29.0,10.6,12.6,1.5,53.7
19321.0,26.8,8.6,10.5,2.9,48.8
20468.0,28.5,8.0,12.3,2.0,50.8
22448.0,28.7,10.1,11.6,1.9,52.3
21177.0,28.7,7.9,10.9,1.7,49.2
20406.0,29.7,11.7,13.1,2.8,57.3
22527.0,28.6,11.4,12.4,3.8,56.2
17419.0,29.9,13.0,12.0,4.8,59.7
17350.0,29.8,8.5,13.3,3.0,54.6
22654.0,28.2,8.8,12.5,2.1,51.6
19959.0,29.4,9.1,11.8,2.6,52.9
22313.0,28.2,9.0,13.4,1.5,52.1
22761.0,27.3,6.5,10.9,1.5,46.2
17285.0,31.6,10.9,13.4,2.9,58.8
22813.0,29.0,11.5,12.2,2.5,55.2
19346.0,28.6,10.1,12.8,3.2,54.7
31013.0,28.2,6.6,12.4,0.8,47.99999999999999
22863.0,27.7,11.6,13.2,1.9,54.4
26302.0,28.3,10.9,12.4,0.8,52.4
20634.0,29.3,8.5,12.8,2.2,52.8
22910.0,28.5,8.8,12.9,2.2,52.4
22103.0,28.1,8.0,11.1,2.7,49.900000000000006
19331.0,27.5,19.2,13.5,4.0,64.2
23017.0,32.5,8.9,14.1,0.8,56.3
21408.0,32.5,0.5,11.3,6.3,50.6
20296.0,29.0,10.2,12.0,2.0,53.2
23039.0,28.7,10.3,12.4,2.1,53.5
26248.0,28.0,8.2,10.4,2.3,48.9
19592.0,30.7,9.4,13.2,2.4,55.7
23068.0,29.7,11.9,12.4,2.0,56.0
20822.0,29.4,7.4,11.9,2.5,51.2
20759.0,29.2,9.5,12.7,2.5,53.900000000000006
23387.0,28.3,8.5,11.8,2.0,50.6
19579.0,29.7,9.0,13.2,3.0,54.900000000000006
21382.0,29.2,8.7,13.2,2.6,53.7
23839.0,28.2,9.9,12.4,2.6,53.1
22654.0,28.3,8.2,11.3,2.5,50.3
20737.0,28.6,8.1,11.2,6.1,54.00000000000001
20485.0,30.8,11.0,12.3,2.1,56.2
23915.0,29.6,13.1,13.9,2.8,59.4
21376.0,30.3,8.3,11.8,1.8,52.2
22224.0,29.0,7.6,12.1,2.1,50.8
24151.0,27.1,9.6,11.1,1.8,49.6
21292.0,27.3,9.5,10.9,1.8,49.49999999999999
19290.0,30.2,8.2,13.3,2.0,53.7
24189.0,28.5,9.5,12.2,1.8,52.0
21285.0,27.8,9.3,11.4,2.6,51.1
20365.0,29.5,7.4,12.1,1.6,50.6
24379.0,28.6,9.0,11.4,1.5,50.5
23325.0,27.9,7.8,11.0,1.6,48.3
20478.0,29.0,9.5,12.1,2.2,52.8
24718.0,28.0,9.0,12.3,2.0,51.3
23842.0,26.3,8.9,8.9,3.5,47.6
24970.0,28.3,11.3,11.2,0.8,51.6
19448.0,30.9,9.8,13.1,2.7,56.50000000000001
25075.0,30.0,9.8,12.2,1.9,53.9
21994.0,28.4,8.4,11.8,2.0,50.6
18919.0,27.8,4.3,13.5,0.4,46.0
25149.0,23.0,4.5,9.6,2.0,39.1
23502.0,27.1,10.6,8.0,4.1,49.8
21743.0,29.1,8.0,12.3,2.7,52.10000000000001
25262.0,27.6,9.1,11.8,1.8,50.3
26142.0,26.6,7.5,11.1,2.2,47.400000000000006
20427.0,30.6,8.7,13.4,2.5,55.2
25437.0,29.0,8.6,12.7,1.8,52.1
21648.0,28.7,8.6,11.3,2.4,50.99999999999999
20168.0,28.9,10.7,12.8,2.4,54.79999999999999
